title,authors,url,citations,abstract
Possible Solutions of Wage Problems in Russian IT Market,"I Bogatyreva, L Ilyukhina, A Bogatyrev - … of Agriculture in the Far East, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-36960-5_48,"[{'title': 'MLA', 'content': 'Bogatyreva, Irina, Larisa Ilyukhina, and Alexey Bogatyrev. ""Possible Solutions of Wage Problems in Russian IT Market.""International Scientific Conference Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East. Cham: Springer Nature Switzerland, 2023.'}, {'title': 'APA', 'content': 'Bogatyreva, I., Ilyukhina, L., & Bogatyrev, A. (2023, January). Possible Solutions of Wage Problems in Russian IT Market. InInternational Scientific Conference Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East(pp. 419-429). Cham: Springer Nature Switzerland.'}, {'title': 'Chicago', 'content': 'Bogatyreva, Irina, Larisa Ilyukhina, and Alexey Bogatyrev. ""Possible Solutions of Wage Problems in Russian IT Market."" InInternational Scientific Conference Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East, pp. 419-429. Cham: Springer Nature Switzerland, 2023.'}, {'title': 'Harvard', 'content': 'Bogatyreva, I., Ilyukhina, L. and Bogatyrev, A., 2023, January. Possible Solutions of Wage Problems in Russian IT Market. InInternational Scientific Conference Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East(pp. 419-429). Cham: Springer Nature Switzerland.'}, {'title': 'Vancouver', 'content': 'Bogatyreva I, Ilyukhina L, Bogatyrev A. Possible Solutions of Wage Problems in Russian IT Market. InInternational Scientific Conference Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East 2023 Jan 25 (pp. 419-429). Cham: Springer Nature Switzerland.'}]","The article deals with the issues of remuneration of IT specialists. High requirements to IT 
specialists and their digital competences, complexity and diversity of their tasks are reflected in …"
THE IMPACT OF ARTIFICIAL INTELLIGENCE ON RECRUITMENT AND SELECTION PROCESSES IN THE OIL AND GAS INDUSTRY: A REVIEW,"PO Odili, CD Daudu, A Adefemi, IO Ekemezie… - Engineering Science & …, 2024 - fepbl.com",https://www.fepbl.com/index.php/estj/article/view/836,"[{'title': 'MLA', 'content': 'Odili, Patrick Oputa, et al. ""THE IMPACT OF ARTIFICIAL INTELLIGENCE ON RECRUITMENT AND SELECTION PROCESSES IN THE OIL AND GAS INDUSTRY: A REVIEW.""Engineering Science & Technology Journal5.2 (2024): 612-638.'}, {'title': 'APA', 'content': 'Odili, P. O., Daudu, C. D., Adefemi, A., Ekemezie, I. O., & Usiagu, G. S. (2024). THE IMPACT OF ARTIFICIAL INTELLIGENCE ON RECRUITMENT AND SELECTION PROCESSES IN THE OIL AND GAS INDUSTRY: A REVIEW.Engineering Science & Technology Journal,5(2), 612-638.'}, {'title': 'Chicago', 'content': 'Odili, Patrick Oputa, Cosmas Dominic Daudu, Adedayo Adefemi, Ifeanyi Onyedika Ekemezie, and Gloria Siwe Usiagu. ""THE IMPACT OF ARTIFICIAL INTELLIGENCE ON RECRUITMENT AND SELECTION PROCESSES IN THE OIL AND GAS INDUSTRY: A REVIEW.""Engineering Science & Technology Journal5, no. 2 (2024): 612-638.'}, {'title': 'Harvard', 'content': 'Odili, P.O., Daudu, C.D., Adefemi, A., Ekemezie, I.O. and Usiagu, G.S., 2024. THE IMPACT OF ARTIFICIAL INTELLIGENCE ON RECRUITMENT AND SELECTION PROCESSES IN THE OIL AND GAS INDUSTRY: A REVIEW.Engineering Science & Technology Journal,5(2), pp.612-638.'}, {'title': 'Vancouver', 'content': 'Odili PO, Daudu CD, Adefemi A, Ekemezie IO, Usiagu GS. THE IMPACT OF ARTIFICIAL INTELLIGENCE ON RECRUITMENT AND SELECTION PROCESSES IN THE OIL AND GAS INDUSTRY: A REVIEW. Engineering Science & Technology Journal. 2024 Feb 25;5(2):612-38.'}]","… Their research, based on thematic analysis of interviews with IT professionals, sheds light 
on the acceptance and implementation of AI in Indian companies, illustrating the global reach …"
[PDF][PDF] DELIVERABLE FACTSHEET,"V Pospelova, V Gkamas - smacite.eu",https://smacite.eu/images/Deliverables/D2.1%20Smart%20Cities%20competences%20map%20and%20emerging%20job%20profiles.pdf,"[{'title': 'MLA', 'content': 'Pospelova, Vera, and Vasileios Gkamas. ""DELIVERABLE FACTSHEET.""'}, {'title': 'APA', 'content': 'Pospelova, V., & Gkamas, V. DELIVERABLE FACTSHEET.'}, {'title': 'Chicago', 'content': 'Pospelova, Vera, and Vasileios Gkamas. ""DELIVERABLE FACTSHEET.""'}, {'title': 'Harvard', 'content': 'Pospelova, V. and Gkamas, V., DELIVERABLE FACTSHEET.'}, {'title': 'Vancouver', 'content': 'Pospelova V, Gkamas V. DELIVERABLE FACTSHEET.'}]","… The project aims to address the skills gap of Smart Cities technicians and engineers, by … of 
new IT systems and provide systematic guidance to IT professionals and other staff within the …"
Digitalization of What We Eat and How We Think in Africa Post-COVID-19,"KP Puplampu, SM Mugo - … , Digitalization, and the Green Economy in …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-32164-1_9,"[{'title': 'MLA', 'content': 'Puplampu, Korbla P., and Samuel M. Mugo. ""Digitalization of What We Eat and How We Think in Africa Post-COVID-19.""Sustainable Development, Digitalization, and the Green Economy in Africa Post-COVID-19. Cham: Springer International Publishing, 2023. 199-226.'}, {'title': 'APA', 'content': 'Puplampu, K. P., & Mugo, S. M. (2023). Digitalization of What We Eat and How We Think in Africa Post-COVID-19. InSustainable Development, Digitalization, and the Green Economy in Africa Post-COVID-19(pp. 199-226). Cham: Springer International Publishing.'}, {'title': 'Chicago', 'content': 'Puplampu, Korbla P., and Samuel M. Mugo. ""Digitalization of What We Eat and How We Think in Africa Post-COVID-19."" InSustainable Development, Digitalization, and the Green Economy in Africa Post-COVID-19, pp. 199-226. Cham: Springer International Publishing, 2023.'}, {'title': 'Harvard', 'content': 'Puplampu, K.P. and Mugo, S.M., 2023. Digitalization of What We Eat and How We Think in Africa Post-COVID-19. InSustainable Development, Digitalization, and the Green Economy in Africa Post-COVID-19(pp. 199-226). Cham: Springer International Publishing.'}, {'title': 'Vancouver', 'content': 'Puplampu KP, Mugo SM. Digitalization of What We Eat and How We Think in Africa Post-COVID-19. InSustainable Development, Digitalization, and the Green Economy in Africa Post-COVID-19 2023 Aug 22 (pp. 199-226). Cham: Springer International Publishing.'}]","… The persistent problem is the skills gap between what students are learning and what they 
are expected to accomplish in the labor market, a relationship that is of utmost importance in …"
Balancing Human Rights and the Use of Artificial Intelligence in Border Security in Africa,"S Bor, NC Koech - J. Intell. Prop. & Info. Tech. L., 2023 - HeinOnline",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jillptc3&section=6,"[{'title': 'APA', 'content': 'Bor, S., & Koech, N. C. (2023). Balancing Human Rights and the Use of Artificial Intelligence in Border Security in Africa.J. Intell. Prop. & Info. Tech. L.,3, 77.'}, {'title': 'ISO 690', 'content': 'BOR, Sherry; KOECH, Nicole Cheptoo. Balancing Human Rights and the Use of Artificial Intelligence in Border Security in Africa.J. Intell. Prop. & Info. Tech. L., 2023, vol. 3, p. 77.'}, {'title': 'MLA', 'content': 'Bor, Sherry, and Nicole Cheptoo Koech. ""Balancing Human Rights and the Use of Artificial Intelligence in Border Security in Africa.""J. Intell. Prop. & Info. Tech. L.3 (2023): 77.'}]","… Even though IT professionals such as software developers and engineers design and … 
Closing this skills gap through educational and training programs is essential to ensure that …"
"Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area",LDH Merced - 2023 - search.proquest.com,https://search.proquest.com/openview/ec681cbd832a806af752e8b5c95c1559/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'APA', 'content': 'Merced, L. D. H. (2023).Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area(Doctoral dissertation, Marymount University).'}, {'title': 'ISO 690', 'content': 'MERCED, Luis D. Hernandez.Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area. 2023. Tesis Doctoral. Marymount University.'}, {'title': 'MLA', 'content': 'Merced, Luis D. Hernandez.Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area. Diss. Marymount University, 2023.'}]","… The three-year requirement is in line with other agencies and allows for IT professionals to 
demonstrate that they are up to date with their knowledge and skills. To renew a certification, …"
Examining the Influence of Mentoring on Job Performance in MNEs: Unravelling the Gender Moderation Effect,X Yu - 2024 - ses.library.usyd.edu.au,https://ses.library.usyd.edu.au/handle/2123/32187,"[{'title': 'MLA', 'content': 'Yu, Xin.Examining the Influence of Mentoring on Job Performance in MNEs: Unravelling the Gender Moderation Effect. Diss. 2024.'}, {'title': 'NBR 6023', 'content': 'YU, Xin.Examining the Influence of Mentoring on Job Performance in MNEs: Unravelling the Gender Moderation Effect. 2024. Tese de Doutorado.'}, {'title': 'APA', 'content': 'Yu, X. (2024).Examining the Influence of Mentoring on Job Performance in MNEs: Unravelling the Gender Moderation Effect(Doctoral dissertation).'}]","… Career-related mentoring fills the knowledge and skills gap created by female mentees’ 
limited access to informal networks. Furthermore, both career-related guidance and …"
"[PDF][PDF] Towards a citizen development andragogy: Low-code platforms, design thinking and knowledge-based dynamic capabilities","V Berardi, V Kaur, D Thacker… - International Journal of …, 2023 - researchgate.net",https://www.researchgate.net/profile/Vaneet-Kaur-4/publication/373649577_Towards_a_citizen_development_andragogy_Low-code_platforms_design_thinking_and_knowledge-based_dynamic_capabilities/links/650b3814d5293c106cca3ea3/Towards-a-citizen-development-andragogy-Low-code-platforms-design-thinking-and-knowledge-based-dynamic-capabilities.pdf,"[{'title': 'APA', 'content': 'Berardi, V., Kaur, V., Thacker, D., & Blundell, G. (2023). Towards a citizen development andragogy: Low-code platforms, design thinking and knowledge-based dynamic capabilities.International Journal of Higher Education,9(2).'}, {'title': 'ISO 690', 'content': 'BERARDI, Victor, KAUR, Vaneet, THACKER, Donald,et al.Towards a citizen development andragogy: Low-code platforms, design thinking and knowledge-based dynamic capabilities.International Journal of Higher Education, 2023, vol. 9, no 2.'}, {'title': 'MLA', 'content': 'Berardi, Victor, et al. ""Towards a citizen development andragogy: Low-code platforms, design thinking and knowledge-based dynamic capabilities.""International Journal of Higher Education9.2 (2023).'}]","… IT professionals are overwhelmed with development requests, and a cadre of citizen 
developers could free up these strained professionals, allowing them to focus on important high-…"
[PDF][PDF] Talent Pathways Initiative,"P ALENT, YS INITIA - 2024 - gwregion.org",https://gwregion.org/wp-content/uploads/GOVA6-BCWDB-TPI-Report-Final-Edition.pdf,"[{'title': 'MLA', 'content': 'ALENT, P., and YS INITIA. ""Talent Pathways Initiative."" (2024).'}, {'title': 'APA', 'content': 'ALENT, P., & INITIA, Y. (2024). Talent Pathways Initiative.'}, {'title': 'ISO 690', 'content': 'ALENT, P.; INITIA, Y. S. Talent Pathways Initiative. 2024.'}]","… Rather, skeptics of the skills gap explanation attribute “job quality” as a more pronounced … 
IT professionals who specialize in cybersecurity, IT infrastructure, and software development. …"
[PDF][PDF] Pro-innovation Behavioral Profile of the organization in e-government managers' view in Poland,"J Kowal, F de São Pedro Filho, M Ziobrowska… - 2023 - researchgate.net",https://www.researchgate.net/profile/Jolanta-Kowal/publication/372150097_Pro-innovation_Behavioral_Profile_of_the_organization_in_e-government_managers'_view_in_Poland/links/64a6b5ffb9ed6874a5fef32f/Pro-innovation-Behavioral-Profile-of-the-organization-in-e-government-managers-view-in-Poland.pdf,"[{'title': 'MLA', 'content': 'Kowal, Jolanta, et al. ""Pro-innovation Behavioral Profile of the organization in e-government managers’ view in Poland."" (2023).'}, {'title': 'APA', 'content': 'Kowal, J., de São Pedro Filho, F., Ziobrowska, M., & Zaremba, D. (2023). Pro-innovation Behavioral Profile of the organization in e-government managers’ view in Poland.'}, {'title': 'Chicago', 'content': 'Kowal, Jolanta, Flávio de São Pedro Filho, Monika Ziobrowska, and Dariusz Zaremba. ""Pro-innovation Behavioral Profile of the organization in e-government managers’ view in Poland."" (2023).'}, {'title': 'Harvard', 'content': 'Kowal, J., de São Pedro Filho, F., Ziobrowska, M. and Zaremba, D., 2023. Pro-innovation Behavioral Profile of the organization in e-government managers’ view in Poland.'}, {'title': 'Vancouver', 'content': 'Kowal J, de São Pedro Filho F, Ziobrowska M, Zaremba D. Pro-innovation Behavioral Profile of the organization in e-government managers’ view in Poland.'}]","This research analyzes the Pro-innovation Behavior Profile of government organizations in 
Poland from the perspective of e-government managers during the COVID-19 Pandemic in …"
Opportunities and Challenges of Digital Audits and Compliance: Adoption of International,"SK Herath, LM Herath, JK Yoo - Impact of Digitalization on …, 2024 - books.google.com",https://books.google.com/books?hl=pt-BR&lr=&id=j1j_EAAAQBAJ&oi=fnd&pg=PA1&dq=%22it+professionals%22+%22skills+gap%22+&ots=Svd7i-UbYe&sig=7MC_Kts1ydZXIl1V6H9l0dQfHiw,"[{'title': 'MLA', 'content': 'Herath, Siriyama Kanthi, Laksitha Maheshi Herath, and Jae Koo Yoo. ""Opportunities and Challenges of Digital Audits and Compliance: Adoption of International.""Impact of Digitalization on Reporting, Tax Avoidance, Accounting, and Green Finance(2024): 1.'}, {'title': 'APA', 'content': 'Herath, S. K., Herath, L. M., & Yoo, J. K. (2024). Opportunities and Challenges of Digital Audits and Compliance: Adoption of International.Impact of Digitalization on Reporting, Tax Avoidance, Accounting, and Green Finance, 1.'}, {'title': 'Chicago', 'content': 'Herath, Siriyama Kanthi, Laksitha Maheshi Herath, and Jae Koo Yoo. ""Opportunities and Challenges of Digital Audits and Compliance: Adoption of International.""Impact of Digitalization on Reporting, Tax Avoidance, Accounting, and Green Finance(2024): 1.'}, {'title': 'Harvard', 'content': 'Herath, S.K., Herath, L.M. and Yoo, J.K., 2024. Opportunities and Challenges of Digital Audits and Compliance: Adoption of International.Impact of Digitalization on Reporting, Tax Avoidance, Accounting, and Green Finance, p.1.'}, {'title': 'Vancouver', 'content': 'Herath SK, Herath LM, Yoo JK. Opportunities and Challenges of Digital Audits and Compliance: Adoption of International. Impact of Digitalization on Reporting, Tax Avoidance, Accounting, and Green Finance. 2024 Apr 1:1.'}]","… While skills gap is a key reason, it is especially … Collaboration with IT professionals and 
skilled project managers is crucial for digital audits, enabling interdepartmental cooperation and …"
The Impact of Gender Equality in the Cybersecurity Sector,"RSE Toft, TC Eikaas - 2023 - uia.brage.unit.no",https://uia.brage.unit.no/uia-xmlui/handle/11250/3080480,"[{'title': 'MLA', 'content': 'Toft, Ragnhild Sofie Ertzeid, and Tuva Cecilie Eikaas.The Impact of Gender Equality in the Cybersecurity Sector. MS thesis. University of Agder, 2023.\u200f'}, {'title': 'APA', 'content': ""Toft, R. S. E., & Eikaas, T. C. (2023).The Impact of Gender Equality in the Cybersecurity Sector(Master's thesis, University of Agder).\u200f""}, {'title': 'ISO 690', 'content': ""TOFT, Ragnhild Sofie Ertzeid; EIKAAS, Tuva Cecilie.The Impact of Gender Equality in the Cybersecurity Sector. 2023. Master's Thesis. University of Agder.\u200f""}]","… Plugging the skills gap: the vital role that women should play in cyber-security … "" or nerdy 
IT professionals who may not know how to relate to women or maybe look down on women. …"
Measuring the effectiveness of a hybrid pedagogy in a large-scale community college soft skills intervention,"R Almonte, H McAfee, T Snell… - … College Journal of …, 2023 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10668926.2021.2016517,"[{'title': 'MLA', 'content': 'Almonte, Richard, et al. ""Measuring the effectiveness of a hybrid pedagogy in a large-scale community college soft skills intervention.""Community College Journal of Research and Practice47.4 (2023): 290-306.'}, {'title': 'NBR 6023', 'content': 'ALMONTE, Richard et al. Measuring the effectiveness of a hybrid pedagogy in a large-scale community college soft skills intervention.Community College Journal of Research and Practice, v. 47, n. 4, p. 290-306, 2023.'}, {'title': 'APA', 'content': 'Almonte, R., McAfee, H., Snell, T., & Ahmed, A. (2023). Measuring the effectiveness of a hybrid pedagogy in a large-scale community college soft skills intervention.Community College Journal of Research and Practice,47(4), 290-306.'}]","… that our course was conceptualized and designed about five years before Hurrell’s research 
was published, we can say that our course is a response to the employee soft skills gap …"
A virtual reality educational game for the ethics of cultural heritage repatriation,"J Hutson, B Fulcher - Games and Culture, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/15554120221131724,"[{'title': 'MLA', 'content': 'Hutson, James, and Ben Fulcher. ""A virtual reality educational game for the ethics of cultural heritage repatriation.""Games and Culture18.6 (2023): 759-782.'}, {'title': 'NBR 6023', 'content': 'HUTSON, James; FULCHER, Ben. A virtual reality educational game for the ethics of cultural heritage repatriation.Games and Culture, v. 18, n. 6, p. 759-782, 2023.'}, {'title': 'APA', 'content': 'Hutson, J., & Fulcher, B. (2023). A virtual reality educational game for the ethics of cultural heritage repatriation.Games and Culture,18(6), 759-782.'}]","… , along with outside contractors to fill any skills gap. The resident art historian served as a … 
lecture class has, administrators, IT professionals, instructional designers, and professors need …"
"Samara State Transport University, Svobody Str, 2V, 443066 Samara, Russia vasilyevdmitriy. str@ gmail. com","O Moskvichev, E Moskvicheva… - … in the Far East (AFE-2022 …, 2023 - books.google.com",https://books.google.com/books?hl=pt-BR&lr=&id=KwTOEAAAQBAJ&oi=fnd&pg=PA409&dq=%22it+professionals%22+%22skills+gap%22+&ots=JPpb2RECNI&sig=raSIMgcUsXPx5c1ejRsZ4Uvip78,"[{'title': 'MLA', 'content': 'Moskvichev, Oleg, Elena Moskvicheva, and Dmitriy Vasilyev. ""Samara State Transport University, Svobody Str, 2V, 443066 Samara, Russia vasilyevdmitriy. str@ gmail. com.""Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East (AFE-2022): Agricultural Cyber-Physical Systems, Volume 2706 (2023): 409.'}, {'title': 'APA', 'content': 'Moskvichev, O., Moskvicheva, E., & Vasilyev, D. (2023). Samara State Transport University, Svobody Str, 2V, 443066 Samara, Russia vasilyevdmitriy. str@ gmail. com.Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East (AFE-2022): Agricultural Cyber-Physical Systems, Volume 2,706, 409.'}, {'title': 'ISO 690', 'content': 'MOSKVICHEV, Oleg; MOSKVICHEVA, Elena; VASILYEV, Dmitriy. Samara State Transport University, Svobody Str, 2V, 443066 Samara, Russia vasilyevdmitriy. str@ gmail. com.Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East (AFE-2022): Agricultural Cyber-Physical Systems, Volume 2, 2023, 706: 409.'}]","To increase the efficiency of cargo transportation as part of container trains for the carrier 
and minimize unproductive material and time losses of customers, an economic and …"
Exploring Latin America's Dependency on Foreign Technology: Implications for Cybersecurity,RA Machuca - 2023 - search.proquest.com,https://search.proquest.com/openview/33138e479eba10a7566e4fdf25d586e3/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'MLA', 'content': 'Machuca, Rodolfo A.Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity. Diss. Marymount University, 2023.'}, {'title': 'APA', 'content': 'Machuca, R. A. (2023).Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity(Doctoral dissertation, Marymount University).'}, {'title': 'ISO 690', 'content': 'MACHUCA, Rodolfo A.Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity. 2023. PhD Thesis. Marymount University.'}]","… of local technological development, a skills gap in the workforce, … The high demand for IT 
professionals from international … This has led to a brain drain, with many skilled IT professionals …"
Local government cyber insecurity: Causes and recommendations for improvement,"DF Norris, L Mateczun, W Hatcher… - Public Administration …, 2023 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/puar.13743,"[{'title': 'APA', 'content': 'Norris, D. F., Mateczun, L., Hatcher, W., Meares, W. L., & Heslen, J. (2023). Local government cyber insecurity: Causes and recommendations for improvement.Public Administration Review.'}, {'title': 'ISO 690', 'content': 'NORRIS, Donald F., et al. Local government cyber insecurity: Causes and recommendations for improvement.Public Administration Review, 2023.'}, {'title': 'MLA', 'content': 'Norris, Donald F., et al. ""Local government cyber insecurity: Causes and recommendations for improvement.""Public Administration Review(2023).'}]","In this paper, we address several facets of the problem we call local government cyber 
insecurity—a problem that plagues such governments across the nation, if not the world. We …"
[PDF][PDF] Navigating the Path to Success: Understanding the Relationship between Emotional Intelligence and Career Adaptability in College Students,"FA Othman, NN Adnan, WB Quah - 2023 - fhtm.uitm.edu.my",https://fhtm.uitm.edu.my/images/jthca/Vol15Issue2/Chap_1.pdf,"[{'title': 'MLA', 'content': 'Othman, Fatin‘Ainaa, Nurul Norfadila Adnan, and Wei Boon Quah. ""Navigating the Path to Success: Understanding the Relationship between Emotional Intelligence and Career Adaptability in College Students."" (2023).'}, {'title': 'NBR 6023', 'content': 'OTHMAN, Fatin‘Ainaa; ADNAN, Nurul Norfadila; QUAH, Wei Boon. Navigating the Path to Success: Understanding the Relationship between Emotional Intelligence and Career Adaptability in College Students. 2023.'}, {'title': 'APA', 'content': 'Othman, F. A., Adnan, N. N., & Quah, W. B. (2023). Navigating the Path to Success: Understanding the Relationship between Emotional Intelligence and Career Adaptability in College Students.'}]","The knowledge regarding Emotional Intelligence (EI) has increasingly grown over the years, 
which has led to more researchers investigating it. Furthermore, trait EI contributes to the …"
Essential competencies for computing managers: Skills and dispositions,"S Duan, M Exter, D Tagare, M Sabin… - Education and …, 2023 - Springer",https://link.springer.com/article/10.1007/s10639-023-11869-4,"[{'title': 'MLA', 'content': 'Duan, Suzhen, et al. ""Essential competencies for computing managers: Skills and dispositions.""Education and Information Technologies(2023): 1-40.'}, {'title': 'NBR 6023', 'content': 'DUAN, Suzhen et al. Essential competencies for computing managers: Skills and dispositions.Education and Information Technologies, p. 1-40, 2023.'}, {'title': 'APA', 'content': 'Duan, S., Exter, M., Tagare, D., Sabin, M., & Janakiraman, S. (2023). Essential competencies for computing managers: Skills and dispositions.Education and Information Technologies, 1-40.'}]","Competencies (knowledge, skills, and dispositions) enable employers and educators to speak 
a common language regarding what computing graduates are expected to demonstrate …"
Exploring the Career Benefits of Industry-Recognized Credentials for Community College Students,K Lapetino - 2023 - search.proquest.com,https://search.proquest.com/openview/4812f834e37b63749867c70d83759342/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'APA', 'content': 'Lapetino, K. (2023).Exploring the Career Benefits of Industry-Recognized Credentials for Community College Students(Doctoral dissertation, University of St. Francis).'}, {'title': 'ISO 690', 'content': 'LAPETINO, Kelly.Exploring the Career Benefits of Industry-Recognized Credentials for Community College Students. 2023. Tesis Doctoral. University of St. Francis.'}, {'title': 'MLA', 'content': 'Lapetino, Kelly.Exploring the Career Benefits of Industry-Recognized Credentials for Community College Students. Diss. University of St. Francis, 2023.'}]","… This study will examine how industry credentials address the skills gap and create pathways 
to careers that benefit students. The research will seek to identify benefits through the lens …"
Information Technology decision makers' readiness for artificial intelligence governance in institutions of higher education in South Africa,J Mangundu - 2023 - digitalcommons.kennesaw.edu,https://digitalcommons.kennesaw.edu/acist/2023/presentations/3/,"[{'title': 'MLA', 'content': 'Mangundu, John. ""Information Technology decision makers’ readiness for artificial intelligence governance in institutions of higher education in South Africa."" (2023).'}, {'title': 'NBR 6023', 'content': 'MANGUNDU, John. Information Technology decision makers’ readiness for artificial intelligence governance in institutions of higher education in South Africa. 2023.'}, {'title': 'APA', 'content': 'Mangundu, J. (2023). Information Technology decision makers’ readiness for artificial intelligence governance in institutions of higher education in South Africa.'}]","… structures comes at a significant cost as IT professionals are expensive to hire.” Resultantly, 
… The solution lies in education: Artificial intelligence & the skills gap. On the Horizon, 27(1), 1-…"
Practices and barriers for big data projects: A case study on a large insurance company,"MA Terlizzi, FET de Oliveira… - Revista de Gestão e …, 2024 - periodicos.uninove.br",https://periodicos.uninove.br/gep/article/view/24673,"[{'title': 'APA', 'content': 'Terlizzi, M. A., de Oliveira, F. E. T., & de Rezende Francisco, E. (2024). Practices and barriers for big data projects: A case study on a large insurance company.Revista de Gestão e Projetos,15(1), 1-35.'}, {'title': 'ISO 690', 'content': 'TERLIZZI, Marco Alexandre; DE OLIVEIRA, Felippe Eiji Tashiro; DE REZENDE FRANCISCO, Eduardo. Practices and barriers for big data projects: A case study on a large insurance company.Revista de Gestão e Projetos, 2024, vol. 15, no 1, p. 1-35.'}, {'title': 'MLA', 'content': 'Terlizzi, Marco Alexandre, Felippe Eiji Tashiro de Oliveira, and Eduardo de Rezende Francisco. ""Practices and barriers for big data projects: A case study on a large insurance company.""Revista de Gestão e Projetos15.1 (2024): 1-35.'}]","… - Form a resolute big data analytics team that includes both business and IT professionals. … 
Collaborative Approaches Needed to Close the Big Data Skills Gap. Journal of Organization …"
[PDF][PDF] Simulator of Computer Networks and Basic Network Protocols,"TA Vakaliuk, OV Chyzhmotria, OH Chyzhmotria… - CS&SE@ SW …, 2023 - ds.knu.edu.ua",http://ds.knu.edu.ua:8080/jspui/bitstream/123456789/5141/1/CS%26SE%40SW_2022%20final.pdf#page=74,"[{'title': 'APA', 'content': 'Vakaliuk, T. A., Chyzhmotria, O. V., Chyzhmotria, O. H., Antoniuk, D. S., Kontsedailo, V. V., & Kryvohyzha, V. (2023). Simulator of Computer Networks and Basic Network Protocols.CS&SE@ SW 2022, 63.'}, {'title': 'ISO 690', 'content': 'VAKALIUK, Tetiana A., et al. Simulator of Computer Networks and Basic Network Protocols.CS&SE@ SW 2022, 2023, p. 63.'}, {'title': 'MLA', 'content': 'Vakaliuk, Tetiana A., et al. ""Simulator of Computer Networks and Basic Network Protocols.""CS&SE@ SW 2022(2023): 63.'}]","… For a developing country, this highlights the challenge for training and educational 
institutions as the demand for IT professionals continues to grow. Understanding how computer …"
Impact of soft skills for project management success rate in banking situated in Kathmandu,Z Singh Rajbanshi - 2023 - elibrary.tucl.edu.np,https://elibrary.tucl.edu.np/handle/123456789/18885,"[{'title': 'MLA', 'content': 'Singh Rajbanshi, Zenith.Impact of soft skills for project management success rate in banking situated in Kathmandu. Diss. Department of Management, 2023.'}, {'title': 'NBR 6023', 'content': 'SINGH RAJBANSHI, Zenith.Impact of soft skills for project management success rate in banking situated in Kathmandu. 2023. Tese de Doutorado. Department of Management.'}, {'title': 'APA', 'content': 'Singh Rajbanshi, Z. (2023).Impact of soft skills for project management success rate in banking situated in Kathmandu(Doctoral dissertation, Department of Management).'}]","… What is the magnitude of the soft skills gap? And, how do … on data collected among IT 
professionals through an electronic … The electronic questionnaire was sent to thirty IT …"
