,title,authors,url,citations,abstract
22,FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry,"AS George, ASH George - Partners Universal International Innovation …, 2023 - puiij.com",https://www.puiij.com/index.php/research/article/view/50,"[{'title': 'MLA', 'content': 'George, A. Shaji, and AS Hovan George. ""FMCG\'s Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.""Partners Universal International Innovation Journal1.3 (2023): 46-69.'}, {'title': 'NBR 6023', 'content': ""GEORGE, A. Shaji; GEORGE, AS Hovan. FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.Partners Universal International Innovation Journal, v. 1, n. 3, p. 46-69, 2023.""}, {'title': 'APA', 'content': ""George, A. S., & George, A. H. (2023). FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.Partners Universal International Innovation Journal,1(3), 46-69.""}]","… extend to FMCG companies, IT professionals, and policymakers. … IT professionals with 
expertise in cybersecurity and data … This can help address the skills gap in the FMCG sector and …"
23,Critical thinking skills for computing professionals: Closing the education–industry gap,"J Wynekoop, K Nakatani - Industry and Higher Education, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/09504222231221530,"[{'title': 'MLA', 'content': 'Wynekoop, Judy, and Kazuo Nakatani. ""Critical thinking skills for computing professionals: Closing the education–industry gap.""Industry and Higher Education(2023): 09504222231221530.'}, {'title': 'APA', 'content': 'Wynekoop, J., & Nakatani, K. (2023). Critical thinking skills for computing professionals: Closing the education–industry gap.Industry and Higher Education, 09504222231221530.'}, {'title': 'ISO 690', 'content': 'WYNEKOOP, Judy; NAKATANI, Kazuo. Critical thinking skills for computing professionals: Closing the education–industry gap.Industry and Higher Education, 2023, 09504222231221530.'}]","… The benefits of the immersion approach to close the education-industry skills gap are … The 
importance of critical thinking skills in computing professions, as well as the skills gap among …"
24,Employee Training and Upskilling for Digital Roles for a SME Company in IT Sector,T Patel - 2023 - theseus.fi,https://www.theseus.fi/handle/10024/813470,[],"… As a way to eradicate the skills gap that frequently results from initiatives for digital transformation, 
… and upskilling for digital IT professionals. This section discusses these possible steps. …"
25,CIO and CISO collaboration for a shared vision that enables a cyber-resilient future,"N Van Den Heever - Cyber Security: A Peer-Reviewed Journal, 2023 - ingentaconnect.com",https://www.ingentaconnect.com/content/hsp/jcs/2023/00000007/00000001/art00005,"[{'title': 'MLA', 'content': 'Van Den Heever, Nastassja. ""CIO and CISO collaboration for a shared vision that enables a cyber-resilient future.""Cyber Security: A Peer-Reviewed Journal7.1 (2023): 33-43.'}, {'title': 'APA', 'content': 'Van Den Heever, N. (2023). CIO and CISO collaboration for a shared vision that enables a cyber-resilient future.Cyber Security: A Peer-Reviewed Journal,7(1), 33-43.'}, {'title': 'Chicago', 'content': 'Van Den Heever, Nastassja. ""CIO and CISO collaboration for a shared vision that enables a cyber-resilient future.""Cyber Security: A Peer-Reviewed Journal7, no. 1 (2023): 33-43.'}, {'title': 'Harvard', 'content': 'Van Den Heever, N., 2023. CIO and CISO collaboration for a shared vision that enables a cyber-resilient future.Cyber Security: A Peer-Reviewed Journal,7(1), pp.33-43.'}, {'title': 'Vancouver', 'content': 'Van Den Heever N. CIO and CISO collaboration for a shared vision that enables a cyber-resilient future. Cyber Security: A Peer-Reviewed Journal. 2023 Jan 1;7(1):33-43.'}]","… impact it had on these same individuals and all IT professionals globally. Major newsworthy 
… also be utilised in addressing the significant skills gap at an executive level. Expert Melissa …"
26,[PDF][PDF] EVALUATION OF TECHNOLOGICAL BREAKTHROUGH IN GLOBAL EDUCATION AND FUTURE EMPLOYMENT OPPORTUNITY,KA Hossain - jlahnet.com,https://jlahnet.com/wp-content/uploads/2023/11/1.pdf,"[{'title': 'MLA', 'content': 'Hossain, K. A. ""EVALUATION OF TECHNOLOGICAL BREAKTHROUGH IN GLOBAL EDUCATION AND FUTURE EMPLOYMENT OPPORTUNITY.""'}, {'title': 'APA', 'content': 'Hossain, K. A. EVALUATION OF TECHNOLOGICAL BREAKTHROUGH IN GLOBAL EDUCATION AND FUTURE EMPLOYMENT OPPORTUNITY.'}, {'title': 'Chicago', 'content': 'Hossain, K. A. ""EVALUATION OF TECHNOLOGICAL BREAKTHROUGH IN GLOBAL EDUCATION AND FUTURE EMPLOYMENT OPPORTUNITY.""'}, {'title': 'Harvard', 'content': 'Hossain, K.A., EVALUATION OF TECHNOLOGICAL BREAKTHROUGH IN GLOBAL EDUCATION AND FUTURE EMPLOYMENT OPPORTUNITY.'}, {'title': 'Vancouver', 'content': 'Hossain KA. EVALUATION OF TECHNOLOGICAL BREAKTHROUGH IN GLOBAL EDUCATION AND FUTURE EMPLOYMENT OPPORTUNITY.'}]","… It also plays a vital role in driving economic growth and development, bridging the skills gap 
… It can help to bridge the skills gap in the workforce. As technology continues to evolve, new …"
27,The Impact of Gender Equality in the Cybersecurity Sector,"RSE Toft, TC Eikaas - 2023 - uia.brage.unit.no",https://uia.brage.unit.no/uia-xmlui/handle/11250/3080480,"[{'title': 'MLA', 'content': 'Toft, Ragnhild Sofie Ertzeid, and Tuva Cecilie Eikaas.The Impact of Gender Equality in the Cybersecurity Sector. MS thesis. University of Agder, 2023.'}, {'title': 'APA', 'content': ""Toft, R. S. E., & Eikaas, T. C. (2023).The Impact of Gender Equality in the Cybersecurity Sector(Master's thesis, University of Agder).""}, {'title': 'Chicago', 'content': 'Toft, Ragnhild Sofie Ertzeid, and Tuva Cecilie Eikaas. ""The Impact of Gender Equality in the Cybersecurity Sector."" Master\'s thesis, University of Agder, 2023.'}, {'title': 'Harvard', 'content': ""Toft, R.S.E. and Eikaas, T.C., 2023.The Impact of Gender Equality in the Cybersecurity Sector(Master's thesis, University of Agder).""}, {'title': 'Vancouver', 'content': ""Toft RS, Eikaas TC.The Impact of Gender Equality in the Cybersecurity Sector(Master's thesis, University of Agder).""}]","… Plugging the skills gap: the vital role that women should play in cyber-security … "" or nerdy 
IT professionals who may not know how to relate to women or maybe look down on women. …"
28,Towards a Cybersecurity Skills Framework for South Africa,M Kruger - 2023 - vital.seals.ac.za,http://vital.seals.ac.za:8080/vital/access/manager/Repository/vital:69793,"[{'title': 'MLA', 'content': 'Kruger, M. ""Towards a Cybersecurity Skills Framework for South Africa."" (2023).'}, {'title': 'APA', 'content': 'Kruger, M. (2023). Towards a Cybersecurity Skills Framework for South Africa.'}, {'title': 'ISO 690', 'content': 'KRUGER, M. Towards a Cybersecurity Skills Framework for South Africa. 2023.'}]","… for skilled IT professionals to assist in protecting against cybercrime. Currently, there is a 
worldwide cybersecurity skills gap and a lack of IT professionals with the requisite cybersecurity …"
29,Proposing the future skill requirements for maritime cyber security,"O Soner, C Kandemir - Cognition, Technology & Work, 2024 - Springer",https://link.springer.com/article/10.1007/s10111-024-00760-y,"[{'title': 'APA', 'content': 'Soner, O., & Kandemir, C. (2024). Proposing the future skill requirements for maritime cyber security.Cognition, Technology & Work, 1-14.'}, {'title': 'ISO 690', 'content': 'SONER, Omer; KANDEMIR, Cagatay. Proposing the future skill requirements for maritime cyber security.Cognition, Technology & Work, 2024, p. 1-14.'}, {'title': 'MLA', 'content': 'Soner, Omer, and Cagatay Kandemir. ""Proposing the future skill requirements for maritime cyber security.""Cognition, Technology & Work(2024): 1-14.'}]","… measurement of cybersecurity skills among non-IT professionals. Their … the skills gap and 
ensure that practitioners have the necessary competencies to effectively address cybersecurity …"
30,"Nelson Mandela University, Port Elizabeth, South Africa {michael. dejager, lynn. futcher, kerry-lynn. thomson}@ mandela. ac. za","M de Jager - Human Aspects of Information Security and …, 2023 - books.google.com",https://books.google.com/books?hl=pt-BR&lr=&id=OlLNEAAAQBAJ&oi=fnd&pg=PA237&dq=%22it+professionals%22+%22skills+gap%22+%22cybersecurity%22&ots=4DA6OBt9ch&sig=3mT5eXBTdWctG1_vcuSD4z0R2cc,"[{'title': 'MLA', 'content': 'de Jager, Michael. ""Nelson Mandela University, Port Elizabeth, South Africa {michael. dejager, lynn. futcher, kerry-lynn. thomson}@ mandela. ac. za.""Human Aspects of Information Security and Assurance: 17th IFIP WG 11.12 International Symposium, HAISA 2023, Kent, UK, July 4–6, 2023, Proceedings. Vol. 674. Springer Nature, 2023.'}, {'title': 'APA', 'content': 'de Jager, M. (2023, July). Nelson Mandela University, Port Elizabeth, South Africa {michael. dejager, lynn. futcher, kerry-lynn. thomson}@ mandela. ac. za. InHuman Aspects of Information Security and Assurance: 17th IFIP WG 11.12 International Symposium, HAISA 2023, Kent, UK, July 4–6, 2023, Proceedings(Vol. 674, p. 237). Springer Nature.'}, {'title': 'ISO 690', 'content': 'DE JAGER, Michael. Nelson Mandela University, Port Elizabeth, South Africa {michael. dejager, lynn. futcher, kerry-lynn. thomson}@ mandela. ac. za. In:Human Aspects of Information Security and Assurance: 17th IFIP WG 11.12 International Symposium, HAISA 2023, Kent, UK, July 4–6, 2023, Proceedings. Springer Nature, 2023. p. 237.'}]","… demand for IT professionals with the requisite cybersecurity skills … However, an ever-increasing 
cybersecurity skills gap has … of IT professionals, the cybersecurity skills gap remains a …"
31,Alumni Perceptions of Cybersecurity Employment Preparation Using the NICE Framework,T West - 2023 - scholar.dsu.edu,https://scholar.dsu.edu/theses/432/,"[{'title': 'MLA', 'content': 'West, Tobi. ""Alumni Perceptions of Cybersecurity Employment Preparation Using the NICE Framework."" (2023).'}, {'title': 'APA', 'content': 'West, T. (2023). Alumni Perceptions of Cybersecurity Employment Preparation Using the NICE Framework.'}, {'title': 'Chicago', 'content': 'West, Tobi. ""Alumni Perceptions of Cybersecurity Employment Preparation Using the NICE Framework."" (2023).'}, {'title': 'Harvard', 'content': 'West, T., 2023. Alumni Perceptions of Cybersecurity Employment Preparation Using the NICE Framework.'}, {'title': 'Vancouver', 'content': 'West T. Alumni Perceptions of Cybersecurity Employment Preparation Using the NICE Framework.'}]","… The skills gap was an urgent issue identified by study … Short-term solutions include reskilling 
and upskilling to prepare IT professionals for cybersecurity roles through certificate and two-…"
32,UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS,"G Meena, K Santhanalakshmi - Journal of Research Administration, 2023 - journalra.org",http://journalra.org/index.php/jra/article/view/769,"[{'title': 'MLA', 'content': 'Meena, G., and K. Santhanalakshmi. ""UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS.""Journal of Research Administration5.2 (2023): 6165-6177.'}, {'title': 'APA', 'content': 'Meena, G., & Santhanalakshmi, K. (2023). UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS.Journal of Research Administration,5(2), 6165-6177.'}, {'title': 'ISO 690', 'content': 'MEENA, G.; SANTHANALAKSHMI, K. UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS.Journal of Research Administration, 2023, 5. Jg., Nr. 2, S. 6165-6177.'}]","… -term commitment of IT professionals. Identification of individual … on organizational strategy, 
cybersecurity measures, data … Talent acquisition and retention, skills gap and training, and …"
33,[PDF][PDF] Impact of COVID-19 pandemic on the information technology (IT) workforce: A review of the literature,N Akuta - 2023 - comp.mga.edu,https://comp.mga.edu/static/media/doctoralpapers/2023_Akuta_0516152106.pdf,"[{'title': 'MLA', 'content': 'Akuta, Ndidi.Impact of COVID-19 pandemic on the information technology (IT) workforce: A review of the literature. Diss. Georgia State University, 2023.'}, {'title': 'APA', 'content': 'Akuta, N. (2023).Impact of COVID-19 pandemic on the information technology (IT) workforce: A review of the literature(Doctoral dissertation, Georgia State University).'}, {'title': 'Chicago', 'content': 'Akuta, Ndidi. ""Impact of COVID-19 pandemic on the information technology (IT) workforce: A review of the literature."" PhD diss., Georgia State University, 2023.'}, {'title': 'Harvard', 'content': 'Akuta, N., 2023.Impact of COVID-19 pandemic on the information technology (IT) workforce: A review of the literature(Doctoral dissertation, Georgia State University).'}, {'title': 'Vancouver', 'content': 'Akuta N.Impact of COVID-19 pandemic on the information technology (IT) workforce: A review of the literature(Doctoral dissertation, Georgia State University).'}]","… due to a shortage of skilled IT professionals, as the demand for their … cybersecurity skills 
gap and offers recommendations for organizations to build and maintain a skilled cybersecurity …"
34,Skill gaps in financial technology companies in Nepal,S Bartaula - 2023 - elibrary.tucl.edu.np,https://elibrary.tucl.edu.np/handle/123456789/20958,"[{'title': 'MLA', 'content': 'Bartaula, Sajan.Skill gaps in financial technology companies in Nepal. Diss. Department of Labour studies, 2023.'}, {'title': 'APA', 'content': 'Bartaula, S. (2023).Skill gaps in financial technology companies in Nepal(Doctoral dissertation, Department of Labour studies).'}, {'title': 'Chicago', 'content': 'Bartaula, Sajan. ""Skill gaps in financial technology companies in Nepal."" PhD diss., Department of Labour studies, 2023.'}, {'title': 'Harvard', 'content': 'Bartaula, S., 2023.Skill gaps in financial technology companies in Nepal(Doctoral dissertation, Department of Labour studies).'}, {'title': 'Vancouver', 'content': 'Bartaula S.Skill gaps in financial technology companies in Nepal(Doctoral dissertation, Department of Labour studies).'}]","… The trend of PSPs and PSOs is increasing, as is the demand for IT professionals in fintech 
… These technical competencies remained highly significant for entry-level IT professionals. …"
35,The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime,"B Yankson, E Berkoh… - International …, 2024 - papers.academic-conferences.org",https://papers.academic-conferences.org/index.php/iccws/article/view/2169,"[{'title': 'MLA', 'content': 'Yankson, Benjamin, et al. ""The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime.""International Conference on Cyber Warfare and Security. Vol. 19. No. 1. 2024.'}, {'title': 'APA', 'content': 'Yankson, B., Berkoh, E., Hussein, M., & Dadson, Y. (2024, March). The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime. InInternational Conference on Cyber Warfare and Security(Vol. 19, No. 1, pp. 26-33).'}, {'title': 'ISO 690', 'content': 'YANKSON, Benjamin, et al. The Role of Industry-Academia Partnerships Can Play in Cybersecurity:: Exploring Collaborative Approaches to Address Cybercrime. In:International Conference on Cyber Warfare and Security. 2024. p. 26-33.'}]","… can breach the cybersecurity skills gap by … cybersecurity awareness. By actively participating 
in initiatives aimed at producing highly skilled IT professionals with requisite cybersecurity …"
36,[PDF][PDF] BLOCKCHAIN TECHNOLOGY FOR ENHANCING CYBERSECURITY IN INDIA,KK Ramachandran - Journal ID - researchgate.net,https://www.researchgate.net/profile/Research-Scholar-Ii/publication/378372126_BLOCKCHAIN_TECHNOLOGY_FOR_ENHANCING_CYBERSECURITY_IN_INDIA/links/65d6db34e7670d36abcefd89/BLOCKCHAIN-TECHNOLOGY-FOR-ENHANCING-CYBERSECURITY-IN-INDIA.pdf,"[{'title': 'ГОСТ', 'content': 'Ramachandran K. K. BLOCKCHAIN TECHNOLOGY FOR ENHANCING CYBERSECURITY IN INDIA //Journal ID. – Т. 3264. – С. 2154.'}, {'title': 'MLA', 'content': 'Ramachandran, K. K. ""BLOCKCHAIN TECHNOLOGY FOR ENHANCING CYBERSECURITY IN INDIA.""Journal ID3264: 2154.'}, {'title': 'APA', 'content': 'Ramachandran, K. K. BLOCKCHAIN TECHNOLOGY FOR ENHANCING CYBERSECURITY IN INDIA.Journal ID,3264, 2154.'}]","… Training and Skill Development: Invest in training programs to bridge the skills gap in 
blockchain and cybersecurity. Offering educational initiatives for professionals and students can …"
37,The Hospitality Curriculum Cybersecurity Education Shortfall: An Exploratory Study,D Childs - 2023 - search.proquest.com,https://search.proquest.com/openview/f5dcf17f72547c5fef31fdb2dea845c9/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'MLA', 'content': 'Childs, Dawn.The Hospitality Curriculum Cybersecurity Education Shortfall: An Exploratory Study. Diss. Marymount University, 2023.'}, {'title': 'NBR 6023', 'content': 'CHILDS, Dawn.The Hospitality Curriculum Cybersecurity Education Shortfall: An Exploratory Study. 2023. Tese de Doutorado. Marymount University.'}, {'title': 'APA', 'content': 'Childs, D. (2023).The Hospitality Curriculum Cybersecurity Education Shortfall: An Exploratory Study(Doctoral dissertation, Marymount University).'}]","… These figures suggest that the global cybersecurity skills gap will likely not be addressed 
soon. This shortfall results from multiple factors, including the following but not limited to new …"
38,Adoption of cybersecurity policies by local governments 2020,"DF Norris PhD, LK Mateczun JD - … of Cybersecurity …, 2023 - digitalcommons.kennesaw.edu",https://digitalcommons.kennesaw.edu/jcerp/vol2023/iss2/9/,"[{'title': 'MLA', 'content': 'Norris PhD, Donald F., and Laura K. Mateczun JD. ""Adoption of cybersecurity policies by local governments 2020.""Journal of Cybersecurity Education, Research and Practice2023.2 (2023): 9.'}, {'title': 'APA', 'content': 'Norris PhD, D. F., & Mateczun JD, L. K. (2023). Adoption of cybersecurity policies by local governments 2020.Journal of Cybersecurity Education, Research and Practice,2023(2), 9.'}, {'title': 'Chicago', 'content': 'Norris PhD, Donald F., and Laura K. Mateczun JD. ""Adoption of cybersecurity policies by local governments 2020.""Journal of Cybersecurity Education, Research and Practice2023, no. 2 (2023): 9.'}, {'title': 'Harvard', 'content': 'Norris PhD, D.F. and Mateczun JD, L.K., 2023. Adoption of cybersecurity policies by local governments 2020.Journal of Cybersecurity Education, Research and Practice,2023(2), p.9.'}, {'title': 'Vancouver', 'content': 'Norris PhD DF, Mateczun JD LK. Adoption of cybersecurity policies by local governments 2020. Journal of Cybersecurity Education, Research and Practice. 2023;2023(2):9.'}]","… improve in order to help bridge the IT skills gap: cybersecurity; cloud, ie, infrastructure migration, 
… survey where the great majority, 89.4 percent, were cybersecurity and IT professionals. …"
39,[PDF][PDF] Japa: The Causes and Effects of the Migration of Information Technology Professionals in Nigeria,C Agbonkhese - … JOURNAL OF MIGRATION AND GLOBAL STUDIES … - ijmgs.nou.edu.ng,http://ijmgs.nou.edu.ng/wp-content/uploads/2023/07/3.-Christopher.pdf,"[{'title': 'MLA', 'content': 'Agbonkhese, Christopher. ""Japa: The Causes and Effects of the Migration of Information Technology Professionals in Nigeria.""INTERNATIONAL JOURNAL OF MIGRATION AND GLOBAL STUDIES [IJMGS]: 49.'}, {'title': 'NBR 6023', 'content': 'AGBONKHESE, Christopher. Japa: The Causes and Effects of the Migration of Information Technology Professionals in Nigeria.INTERNATIONAL JOURNAL OF MIGRATION AND GLOBAL STUDIES [IJMGS], p. 49.'}, {'title': 'APA', 'content': 'Agbonkhese, C. Japa: The Causes and Effects of the Migration of Information Technology Professionals in Nigeria.INTERNATIONAL JOURNAL OF MIGRATION AND GLOBAL STUDIES [IJMGS], 49.'}]","… effects of the migration of IT professionals in Nigeria. It begins by … The lack of skilled IT 
professionals has led to a skills gap in … breaches and cybersecurity threats by IT professionals who …"
40,A Human-Centric Cybersecurity Framework for Ensuring Cybersecurity Readiness in Universities,"B Gavaza, A Kandiero, C Katsande - Effective Cybersecurity …, 2023 - igi-global.com",https://www.igi-global.com/chapter/a-human-centric-cybersecurity-framework-for-ensuring-cybersecurity-readiness-in-universities/324926,"[{'title': 'MLA', 'content': 'Gavaza, Blessing, Agripah Kandiero, and Chipo Katsande. ""A Human-Centric Cybersecurity Framework for Ensuring Cybersecurity Readiness in Universities.""Effective Cybersecurity Operations for Enterprise-Wide Systems. IGI Global, 2023. 242-276.'}, {'title': 'APA', 'content': 'Gavaza, B., Kandiero, A., & Katsande, C. (2023). A Human-Centric Cybersecurity Framework for Ensuring Cybersecurity Readiness in Universities. InEffective Cybersecurity Operations for Enterprise-Wide Systems(pp. 242-276). IGI Global.'}, {'title': 'Chicago', 'content': 'Gavaza, Blessing, Agripah Kandiero, and Chipo Katsande. ""A Human-Centric Cybersecurity Framework for Ensuring Cybersecurity Readiness in Universities."" InEffective Cybersecurity Operations for Enterprise-Wide Systems, pp. 242-276. IGI Global, 2023.'}, {'title': 'Harvard', 'content': 'Gavaza, B., Kandiero, A. and Katsande, C., 2023. A Human-Centric Cybersecurity Framework for Ensuring Cybersecurity Readiness in Universities. InEffective Cybersecurity Operations for Enterprise-Wide Systems(pp. 242-276). IGI Global.'}, {'title': 'Vancouver', 'content': 'Gavaza B, Kandiero A, Katsande C. A Human-Centric Cybersecurity Framework for Ensuring Cybersecurity Readiness in Universities. InEffective Cybersecurity Operations for Enterprise-Wide Systems 2023 (pp. 242-276). IGI Global.'}]","… IBM reported that human errors included those made by IT professionals such as improper 
system … To assess the contribution of poor cybersecurity knowledge and skills gap to social …"
41,"Employability Skills in Computer Science, Interior Design, and Graphic Design","S Shorman, U Al Jubori, M Soltan - 2024 ASU International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10459373/,"[{'title': 'MLA', 'content': 'Shorman, Samer, Uday Al Jubori, and Mohamed Soltan. ""Employability Skills in Computer Science, Interior Design, and Graphic Design.""2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS). IEEE, 2024.'}, {'title': 'APA', 'content': 'Shorman, S., Al Jubori, U., & Soltan, M. (2024, January). Employability Skills in Computer Science, Interior Design, and Graphic Design. In2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS)(pp. 375-380). IEEE.'}, {'title': 'ISO 690', 'content': 'SHORMAN, Samer; AL JUBORI, Uday; SOLTAN, Mohamed. Employability Skills in Computer Science, Interior Design, and Graphic Design. In:2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS). IEEE, 2024. p. 375-380.'}]","… also significantly close the skills gap between graduates and … Understanding cybersecurity 
principles, risk management, and … Clear communication skills help IT professionals convey …"
42,Developing a Competence Assessment which References a Student Portfolio to a Professional Skills Framework,"DS Bowers, M Petre - Interaction Design & Architecture (s), 2023 - oro.open.ac.uk",https://oro.open.ac.uk/92618/,[],"… to address the perceived skills gap between computing … global skills framework for IT 
professionals. This paper explores … such as data science and cybersecurity. Uniquely among …"
43,Comparison of Methodologies Used in Cybersecurity Reports,"O Čupka, E Federlova, P Vesely - Developments in Information and …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-25695-0_15,"[{'title': 'MLA', 'content': 'Čupka, Ondrej, Ester Federlova, and Peter Vesely. ""Comparison of Methodologies Used in Cybersecurity Reports.""Developments in Information and Knowledge Management Systems for Business Applications: Volume 7. Cham: Springer Nature Switzerland, 2023. 313-348.'}, {'title': 'APA', 'content': 'Čupka, O., Federlova, E., & Vesely, P. (2023). Comparison of Methodologies Used in Cybersecurity Reports. InDevelopments in Information and Knowledge Management Systems for Business Applications: Volume 7(pp. 313-348). Cham: Springer Nature Switzerland.'}, {'title': 'ISO 690', 'content': 'ČUPKA, Ondrej; FEDERLOVA, Ester; VESELY, Peter. Comparison of Methodologies Used in Cybersecurity Reports. In:Developments in Information and Knowledge Management Systems for Business Applications: Volume 7. Cham: Springer Nature Switzerland, 2023. p. 313-348.'}]","… from the Myths in Cybersecurity on the other hand focuses this report on gathering data via 
a survey among IT professionals to find out their … There is a skills gap in the IT security field. …"
44,Adoption of cybersecurity policies by local governments 2020,"D Norris, L Mateczun - UMBC Maryland Institute for Policy Analysis & …, 2023 - mdsoar.org",https://mdsoar.org/handle/11603/30482,"[{'title': 'MLA', 'content': 'Norris, Donald, and Laura Mateczun. ""Adoption of cybersecurity policies by local governments 2020.""UMBC Maryland Institute for Policy Analysis & Research (MIPAR)(2023).'}, {'title': 'APA', 'content': 'Norris, D., & Mateczun, L. (2023). Adoption of cybersecurity policies by local governments 2020.UMBC Maryland Institute for Policy Analysis & Research (MIPAR).'}, {'title': 'ISO 690', 'content': 'NORRIS, Donald; MATECZUN, Laura. Adoption of cybersecurity policies by local governments 2020.UMBC Maryland Institute for Policy Analysis & Research (MIPAR), 2023.'}]","… improve in order to help bridge the IT skills gap: cybersecurity; cloud, ie, infrastructure migration, 
… survey where the great majority, 89.4 percent, were cybersecurity and IT professionals. …"
45,Scenario-based incident response training: lessons learnt from conducting an experiential learning virtual incident response tabletop exercise,"GN Angafor, I Yevseyeva, L Maglaras - Information & Computer …, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/ICS-05-2022-0085/full/html,"[{'title': 'MLA', 'content': 'Angafor, Giddeon Njamngang, Iryna Yevseyeva, and Leandros Maglaras. ""Scenario-based incident response training: lessons learnt from conducting an experiential learning virtual incident response tabletop exercise.""Information & Computer Security31.4 (2023): 404-426.'}, {'title': 'APA', 'content': 'Angafor, G. N., Yevseyeva, I., & Maglaras, L. (2023). Scenario-based incident response training: lessons learnt from conducting an experiential learning virtual incident response tabletop exercise.Information & Computer Security,31(4), 404-426.'}, {'title': 'ISO 690', 'content': 'ANGAFOR, Giddeon Njamngang; YEVSEYEVA, Iryna; MAGLARAS, Leandros. Scenario-based incident response training: lessons learnt from conducting an experiential learning virtual incident response tabletop exercise.Information & Computer Security, 2023, 31.4: 404-426.'}]","… scenario-based incident response (IR) exercises are beneficial because well-crafted and 
well-executed exercises raise cyber security awareness among managers and IT professionals…"
46,A Study of Talent Management in the Information Technology Industry of India,"NS Bhati - International Journal of Multidisciplinary Innovation and …, 2023 - ijmirm.com",https://ijmirm.com/index.php/ijmirm/article/view/34,"[{'title': 'MLA', 'content': 'Bhati, Narveer Singh. ""A Study of Talent Management in the Information Technology Industry of India.""International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-20682.3 (2023): 48-52.'}, {'title': 'APA', 'content': 'Bhati, N. S. (2023). A Study of Talent Management in the Information Technology Industry of India.International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-2068,2(3), 48-52.'}, {'title': 'ISO 690', 'content': 'BHATI, Narveer Singh. A Study of Talent Management in the Information Technology Industry of India.International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-2068, 2023, 2.3: 48-52.'}]","… Secondly, the work ethic and dedication of Indian IT professionals are notable. The workforce 
… , cybersecurity, and data analytics. Bridging this skills gap remains a significant challenge. …"
